Date,Ligne,Heure_Départ,Heure_Arrivée,Passagers,Capacité,Carburant_L,Distance_km,Panne,Retard,Plaintes,Remplissage (%),Consommation_par_km,Emissions_CO2_kg,Météo,Type_Voiture,Vacances,Week-end,Heure_Pointe,Dépenses_Maintenance,Satisfaction_Client
2025-04-19,Mahamasina – 67Ha,15:30,16:03,14,30,11.4,18,Non,Non,0,46.7,0.63,30.6,Pluie,7 places,Non,Non,Non,40123.65,5
2025-04-20,Andavamamba – Ivato,13:00,14:25,6,35,13.9,14,Non,Oui,5,17.1,0.99,37.3,Vent fort,7 places,Oui,Oui,Oui,26563.18,2
2025-04-21,Analakely – Ankatso,13:00,14:03,24,35,17.0,11,Non,Non,1,68.6,1.55,45.6,Pluie,12 places,Oui,Non,Oui,9307.15,1
2025-04-22,Andavamamba – Ivato,14:00,15:10,26,30,16.5,12,Non,Oui,0,86.7,1.38,44.2,Brouillard,5 places,Non,Non,Oui,48430.34,5
2025-04-23,Andavamamba – Ivato,19:45,20:28,6,25,15.5,16,Non,Oui,2,24.0,0.97,41.5,Orage,9 places,Oui,Oui,Non,45266.75,1
2025-04-24,Ambohijatovo – Anosizato,15:30,16:48,27,35,8.9,10,Non,Non,1,77.1,0.89,23.9,Brouillard,12 places,Non,Non,Non,20080.35,3
2025-04-25,Analakely – Ankatso,20:00,20:50,10,35,12.2,13,Oui,Non,2,28.6,0.94,32.7,Vent fort,12 places,Non,Non,Non,9684.93,2
2025-04-26,Analakely – Ankatso,09:15,10:45,23,25,16.2,12,Non,Non,0,92.0,1.35,43.4,Pluie,12 places,Oui,Non,Oui,17296.68,5
2025-04-27,Andavamamba – Ivato,07:45,09:12,20,30,13.2,16,Non,Non,0,66.7,0.82,35.4,Vent fort,5 places,Non,Non,Non,44072.21,4
2025-04-28,Analakely – Ankatso,20:15,21:23,11,35,13.6,19,Non,Oui,5,31.4,0.72,36.4,Pluie,9 places,Oui,Non,Oui,31197.67,4
2025-04-29,Mahamasina – 67Ha,13:15,14:28,8,35,18.0,13,Oui,Oui,1,22.9,1.38,48.2,Brouillard,5 places,Oui,Non,Non,20564.74,2
2025-04-30,Ankorondrano – Itaosy,17:30,18:33,7,25,16.3,11,Non,Non,0,28.0,1.48,43.7,Pluie,12 places,Oui,Non,Non,34264.66,5
2025-05-01,Ankorondrano – Itaosy,11:15,12:06,27,35,9.8,16,Oui,Non,0,77.1,0.61,26.3,Orage,7 places,Oui,Non,Oui,20778.21,4
2025-05-02,Ankorondrano – Itaosy,08:00,08:34,26,40,9.4,15,Non,Non,0,65.0,0.63,25.2,Brouillard,7 places,Non,Non,Non,20974.83,2
2025-05-03,Ambohijatovo – Anosizato,12:15,13:44,39,40,14.2,18,Oui,Non,2,97.5,0.79,38.1,Pluie,9 places,Oui,Non,Oui,41016.04,4
2025-05-04,Mahamasina – 67Ha,16:30,17:15,23,25,8.6,20,Non,Non,0,92.0,0.43,23.0,Brouillard,5 places,Non,Non,Oui,44088.04,3
2025-05-05,Mahamasina – 67Ha,17:30,18:46,10,30,13.2,12,Non,Non,1,33.3,1.1,35.4,Vent fort,5 places,Oui,Non,Non,10972.21,4
2025-05-06,Andavamamba – Ivato,07:00,08:09,25,30,15.8,13,Non,Oui,2,83.3,1.22,42.3,Vent fort,7 places,Oui,Non,Non,17337.23,4
2025-05-07,Ankorondrano – Itaosy,18:30,19:24,17,30,15.9,13,Oui,Non,0,56.7,1.22,42.6,Pluie,9 places,Non,Non,Oui,14753.29,3
2025-05-08,Andavamamba – Ivato,11:15,12:07,23,25,12.1,20,Non,Oui,0,92.0,0.6,32.4,Vent fort,7 places,Non,Non,Non,44100.72,2
2025-05-09,Analakely – Ankatso,10:15,11:05,32,35,17.1,14,Non,Non,1,91.4,1.22,45.8,Brouillard,5 places,Non,Non,Non,31188.71,2
2025-05-10,Analakely – Ankatso,05:15,06:38,13,25,10.4,10,Non,Non,1,52.0,1.04,27.9,Pluie,12 places,Oui,Non,Oui,32749.26,4
2025-05-11,Mahamasina – 67Ha,20:45,21:15,8,35,16.2,14,Non,Oui,0,22.9,1.16,43.4,Soleil,5 places,Non,Non,Oui,41778.4,1
2025-05-12,Ankorondrano – Itaosy,12:45,14:01,25,25,10.5,17,Non,Oui,4,100.0,0.62,28.1,Vent fort,5 places,Oui,Non,Non,28902.63,5
2025-05-01,Mahamasina – 67Ha,13:00,13:44,25,40,16.8,20,Non,Non,1,62.5,0.84,45.0,Vent fort,5 places,Non,Non,Non,39027.35,1
2025-05-02,Analakely – Ankatso,07:15,07:52,11,25,17.8,14,Oui,Non,0,44.0,1.27,47.7,Brouillard,5 places,Non,Non,Non,32494.14,5
2025-05-03,Ankorondrano – Itaosy,19:30,20:22,23,30,11.4,17,Non,Non,0,76.7,0.67,30.6,Soleil,12 places,Non,Non,Non,28443.11,1
2025-05-04,Mahamasina – 67Ha,13:00,14:25,6,25,12.2,15,Non,Non,0,24.0,0.81,32.7,Brouillard,9 places,Non,Non,Oui,10278.87,5
2025-05-05,Mahamasina – 67Ha,14:00,14:33,8,35,13.5,18,Non,Non,0,22.9,0.75,36.2,Soleil,7 places,Non,Non,Oui,47024.38,4
2025-05-06,Ankorondrano – Itaosy,13:30,14:22,30,40,11.5,19,Non,Oui,3,75.0,0.61,30.8,Vent fort,5 places,Non,Non,Oui,38872.25,1
2025-05-07,Analakely – Ankatso,15:30,16:58,27,35,12.0,13,Non,Non,0,77.1,0.92,32.2,Brouillard,5 places,Oui,Non,Oui,49399.82,5
2025-05-08,Ankorondrano – Itaosy,07:00,07:51,21,35,12.6,18,Oui,Oui,0,60.0,0.7,33.8,Orage,9 places,Oui,Non,Non,18543.36,2
2025-05-09,Mahamasina – 67Ha,08:45,09:28,12,30,14.7,11,Non,Oui,0,40.0,1.34,39.4,Pluie,12 places,Oui,Oui,Oui,33431.61,4
2025-05-10,Ankorondrano – Itaosy,14:00,14:41,19,40,12.7,10,Non,Non,1,47.5,1.27,34.0,Vent fort,12 places,Oui,Non,Oui,16691.16,2
2025-05-11,Andavamamba – Ivato,14:15,15:17,25,30,11.7,17,Non,Oui,3,83.3,0.69,31.4,Vent fort,7 places,Oui,Non,Non,37315.54,3
2025-05-12,Andavamamba – Ivato,12:00,13:28,17,25,15.7,18,Non,Non,0,68.0,0.87,42.1,Pluie,12 places,Oui,Non,Oui,48913.94,4
2025-05-13,Andavamamba – Ivato,14:00,14:50,30,30,15.9,17,Oui,Oui,5,100.0,0.94,42.6,Pluie,5 places,Non,Non,Non,17366.27,5
2025-05-14,Mahamasina – 67Ha,10:45,11:59,22,25,16.7,20,Non,Oui,4,88.0,0.83,44.8,Vent fort,9 places,Non,Oui,Oui,15622.27,1
2025-05-15,Analakely – Ankatso,15:45,17:14,18,40,13.4,11,Non,Oui,1,45.0,1.22,35.9,Pluie,5 places,Oui,Oui,Oui,34453.0,4
2025-05-16,Mahamasina – 67Ha,05:45,06:57,33,40,13.3,15,Non,Non,1,82.5,0.89,35.6,Soleil,7 places,Non,Non,Non,16616.0,2
2025-05-17,Mahamasina – 67Ha,18:30,19:51,27,30,11.2,13,Non,Non,1,90.0,0.86,30.0,Vent fort,7 places,Non,Oui,Non,21583.69,2
2025-05-18,Mahamasina – 67Ha,17:00,17:56,13,30,17.5,13,Non,Non,0,43.3,1.35,46.9,Vent fort,5 places,Non,Non,Oui,29760.19,3
2025-05-19,Analakely – Ankatso,08:30,09:55,17,30,13.3,16,Non,Non,0,56.7,0.83,35.6,Pluie,9 places,Non,Non,Oui,28632.35,1
2025-05-20,Ankorondrano – Itaosy,12:15,13:26,8,25,11.8,12,Non,Non,0,32.0,0.98,31.6,Soleil,12 places,Non,Oui,Non,44230.26,2
2025-05-21,Ambohijatovo – Anosizato,19:30,20:40,24,30,9.4,11,Non,Non,1,80.0,0.85,25.2,Orage,7 places,Oui,Non,Oui,16125.4,1
2025-05-22,Ambohijatovo – Anosizato,15:30,16:43,22,25,11.3,16,Non,Oui,1,88.0,0.71,30.3,Orage,9 places,Oui,Oui,Non,7568.91,5
2025-05-23,Andavamamba – Ivato,08:45,09:29,30,40,8.6,11,Non,Non,0,75.0,0.78,23.0,Vent fort,9 places,Non,Non,Oui,33760.4,2
2025-05-24,Ambohijatovo – Anosizato,10:45,11:16,17,40,12.3,12,Non,Oui,2,42.5,1.03,33.0,Soleil,9 places,Non,Non,Non,20165.14,3
2025-05-25,Ambohijatovo – Anosizato,13:00,13:48,5,25,9.3,13,Non,Non,0,20.0,0.72,24.9,Pluie,7 places,Oui,Oui,Oui,13979.41,4
2025-05-26,Analakely – Ankatso,07:30,08:55,11,40,9.0,10,Non,Non,1,27.5,0.9,24.1,Pluie,5 places,Non,Oui,Non,33073.67,2
2025-05-27,Ankorondrano – Itaosy,18:00,18:49,7,30,16.0,19,Non,Oui,4,23.3,0.84,42.9,Soleil,12 places,Non,Non,Oui,23609.71,4
2025-05-28,Ambohijatovo – Anosizato,07:15,08:07,15,35,15.5,17,Non,Non,0,42.9,0.91,41.5,Brouillard,7 places,Non,Non,Non,41136.17,3
2025-05-29,Ambohijatovo – Anosizato,06:00,07:24,9,30,8.2,16,Oui,Non,4,30.0,0.51,22.0,Pluie,5 places,Oui,Non,Oui,49736.27,2
2025-05-30,Andavamamba – Ivato,13:30,14:09,5,40,9.5,12,Non,Non,1,12.5,0.79,25.5,Orage,5 places,Oui,Oui,Non,47831.53,3
2025-05-31,Ankorondrano – Itaosy,17:15,18:07,21,35,13.1,15,Non,Non,0,60.0,0.87,35.1,Vent fort,5 places,Oui,Non,Non,36215.7,4
2025-06-01,Ankorondrano – Itaosy,16:30,17:56,22,40,9.9,13,Non,Non,1,55.0,0.76,26.5,Vent fort,9 places,Oui,Non,Oui,34305.48,5
2025-06-02,Analakely – Ankatso,15:45,17:08,24,25,16.9,12,Non,Non,0,96.0,1.41,45.3,Brouillard,12 places,Oui,Non,Non,27449.97,2
2025-06-03,Mahamasina – 67Ha,12:30,13:57,11,35,14.9,18,Non,Non,1,31.4,0.83,39.9,Orage,7 places,Oui,Oui,Non,39246.08,1
2025-06-04,Andavamamba – Ivato,11:00,11:43,28,30,14.4,17,Non,Non,0,93.3,0.85,38.6,Pluie,9 places,Non,Non,Oui,21165.5,2
2025-06-05,Ambohijatovo – Anosizato,17:45,19:01,27,30,10.4,11,Non,Non,0,90.0,0.95,27.9,Orage,5 places,Oui,Oui,Non,15199.54,2
2025-06-06,Ankorondrano – Itaosy,12:45,14:01,25,25,10.5,17,Non,Oui,4,100.0,0.62,28.1,Vent fort,5 places,Oui,Non,Non,28902.63,5
2025-06-07,Andavamamba – Ivato,07:00,08:19,11,40,12.5,18,Non,Oui,0,27.5,0.69,33.5,Vent fort,12 places,Non,Non,Non,36867.74,3
2025-06-08,Analakely – Ankatso,09:00,10:29,16,30,9.9,16,Non,Non,1,53.3,0.62,26.5,Pluie,5 places,Oui,Non,Non,24737.69,3
2025-06-09,Ankorondrano – Itaosy,17:15,18:07,21,35,13.1,15,Non,Non,0,60.0,0.87,35.1,Vent fort,5 places,Oui,Non,Non,36215.7,4
2025-06-10,Ambohijatovo – Anosizato,17:15,18:32,16,35,14.5,11,Oui,Non,1,45.7,1.32,38.9,Orage,5 places,Non,Non,Oui,6870.78,2
2025-06-11,Mahamasina – 67Ha,12:45,13:45,33,40,13.9,20,Non,Non,1,82.5,0.7,37.3,Soleil,9 places,Oui,Non,Non,19606.36,2
2025-06-01,Mahamasina – 67Ha,11:00,11:39,19,35,15.7,11,Oui,Non,2,54.3,1.43,42.1,Soleil,5 places,Oui,Non,Oui,11675.44,2
2025-06-02,Andavamamba – Ivato,17:15,18:34,18,40,10.3,13,Oui,Non,1,45.0,0.79,27.6,Orage,7 places,Non,Non,Oui,35267.1,2
2025-06-03,Andavamamba – Ivato,07:15,08:14,24,25,10.8,12,Oui,Non,3,96.0,0.9,28.9,Soleil,9 places,Oui,Non,Oui,41077.76,2
2025-06-04,Andavamamba – Ivato,19:45,20:28,6,25,15.5,16,Non,Oui,2,24.0,0.97,41.5,Orage,9 places,Oui,Oui,Non,45266.75,1
2025-06-05,Mahamasina – 67Ha,18:30,19:51,27,30,11.2,13,Non,Non,1,90.0,0.86,30.0,Vent fort,7 places,Non,Oui,Non,21583.69,2
2025-06-06,Ambohijatovo – Anosizato,16:45,18:13,8,40,15.1,16,Non,Non,1,20.0,0.94,40.5,Pluie,12 places,Oui,Oui,Oui,9809.46,5
2025-06-07,Andavamamba – Ivato,11:45,12:41,9,30,11.0,13,Non,Oui,2,30.0,0.85,29.5,Orage,7 places,Non,Non,Oui,28688.12,1
2025-06-08,Mahamasina – 67Ha,14:15,15:41,22,40,9.7,14,Non,Non,0,55.0,0.69,26.0,Pluie,7 places,Oui,Non,Oui,32072.53,5
2025-06-09,Mahamasina – 67Ha,17:00,17:45,23,40,9.3,20,Non,Non,0,57.5,0.47,24.9,Vent fort,9 places,Oui,Non,Non,36025.92,5
2025-06-10,Ankorondrano – Itaosy,11:45,12:49,14,30,11.6,15,Non,Non,0,46.7,0.77,31.1,Soleil,5 places,Non,Non,Non,35039.75,1
2025-06-11,Analakely – Ankatso,07:15,08:44,6,25,13.2,11,Oui,Non,0,24.0,1.2,35.4,Vent fort,7 places,Non,Oui,Non,42017.64,5
2025-06-12,Analakely – Ankatso,17:00,17:35,11,30,10.5,16,Non,Non,0,36.7,0.66,28.1,Brouillard,9 places,Oui,Non,Non,35443.1,3
2025-06-13,Ambohijatovo – Anosizato,07:30,08:14,25,30,11.9,18,Oui,Oui,2,83.3,0.66,31.9,Brouillard,9 places,Non,Oui,Non,49153.38,5
2025-06-14,Ankorondrano – Itaosy,13:45,14:22,9,30,8.1,12,Non,Non,1,30.0,0.67,21.7,Brouillard,9 places,Oui,Non,Non,34136.36,4
2025-06-15,Andavamamba – Ivato,05:00,05:44,21,25,15.4,14,Non,Non,0,84.0,1.1,41.3,Soleil,12 places,Non,Non,Non,36907.72,5
2025-06-16,Analakely – Ankatso,05:00,06:20,8,40,9.5,11,Non,Non,1,20.0,0.86,25.5,Pluie,7 places,Non,Non,Non,25312.42,2
2025-06-17,Mahamasina – 67Ha,05:30,06:29,39,40,11.7,10,Non,Oui,0,97.5,1.17,31.4,Brouillard,5 places,Non,Non,Oui,9705.55,4
2025-06-18,Mahamasina – 67Ha,14:30,15:17,17,30,13.0,20,Non,Non,0,56.7,0.65,34.8,Orage,12 places,Non,Oui,Oui,30184.19,5
2025-06-19,Mahamasina – 67Ha,05:30,06:41,21,30,15.7,20,Non,Oui,4,70.0,0.78,42.1,Vent fort,5 places,Oui,Non,Non,46438.15,1
2025-06-20,Andavamamba – Ivato,13:30,14:58,17,30,15.2,16,Non,Non,0,56.7,0.95,40.7,Vent fort,7 places,Oui,Non,Oui,46892.69,2
2025-06-21,Andavamamba – Ivato,14:15,15:25,13,25,10.9,14,Non,Oui,0,52.0,0.78,29.2,Pluie,7 places,Non,Non,Non,40536.43,3
2025-06-22,Ankorondrano – Itaosy,06:30,07:22,30,40,17.0,17,Non,Non,0,75.0,1.0,45.6,Pluie,12 places,Non,Non,Oui,31682.79,5
2025-06-23,Mahamasina – 67Ha,08:15,09:30,21,25,12.9,11,Non,Non,0,84.0,1.17,34.6,Orage,7 places,Non,Oui,Non,33491.81,3
2025-06-24,Analakely – Ankatso,17:45,18:59,14,25,14.7,16,Non,Non,1,56.0,0.92,39.4,Soleil,7 places,Non,Non,Non,44066.4,1
2025-06-25,Mahamasina – 67Ha,05:30,06:29,39,40,11.7,10,Non,Oui,0,97.5,1.17,31.4,Brouillard,5 places,Non,Non,Oui,9705.55,4
2025-06-26,Analakely – Ankatso,20:15,21:34,24,25,11.5,15,Non,Non,1,96.0,0.77,30.8,Soleil,12 places,Oui,Non,Oui,22662.21,5
2025-06-27,Mahamasina – 67Ha,07:45,08:52,23,30,17.5,14,Oui,Non,2,76.7,1.25,46.9,Orage,7 places,Oui,Oui,Oui,40901.61,5
2025-06-28,Andavamamba – Ivato,07:15,08:27,5,30,9.5,20,Non,Non,1,16.7,0.47,25.5,Brouillard,12 places,Non,Non,Non,14083.41,5
2025-06-29,Analakely – Ankatso,13:30,14:16,12,35,11.8,12,Oui,Non,4,34.3,0.98,31.6,Orage,7 places,Non,Oui,Oui,35748.29,1
2025-06-30,Ambohijatovo – Anosizato,11:15,12:20,8,40,17.9,13,Non,Non,1,20.0,1.38,48.0,Orage,9 places,Oui,Non,Non,29300.54,1
2025-07-01,Ambohijatovo – Anosizato,17:30,18:29,8,40,13.1,18,Non,Oui,4,20.0,0.73,35.1,Soleil,5 places,Non,Non,Oui,44193.61,4
2025-07-02,Analakely – Ankatso,15:45,17:14,18,40,13.4,11,Non,Oui,1,45.0,1.22,35.9,Pluie,5 places,Oui,Oui,Oui,34453.0,4
2025-07-03,Analakely – Ankatso,05:15,06:38,13,25,10.4,10,Non,Non,1,52.0,1.04,27.9,Pluie,12 places,Oui,Non,Oui,32749.26,4
2025-07-04,Mahamasina – 67Ha,17:30,18:34,34,40,10.0,19,Oui,Oui,4,85.0,0.53,26.8,Orage,12 places,Non,Non,Oui,37291.9,4
2025-07-05,Ambohijatovo – Anosizato,07:15,08:07,15,35,15.5,17,Non,Non,0,42.9,0.91,41.5,Brouillard,7 places,Non,Non,Non,41136.17,3
2025-07-06,Ambohijatovo – Anosizato,09:00,10:05,23,25,8.4,19,Oui,Oui,0,92.0,0.44,22.5,Orage,5 places,Non,Non,Non,46715.04,4
2025-07-07,Mahamasina – 67Ha,18:45,20:11,7,35,8.3,14,Non,Oui,4,20.0,0.59,22.2,Orage,12 places,Non,Non,Non,35954.86,2
2025-07-08,Ambohijatovo – Anosizato,05:00,05:31,25,25,14.4,12,Non,Oui,0,100.0,1.2,38.6,Pluie,9 places,Oui,Non,Non,10920.55,1
2025-07-09,Andavamamba – Ivato,14:30,15:15,16,25,14.3,18,Oui,Oui,1,64.0,0.79,38.3,Soleil,5 places,Oui,Non,Non,7169.54,2
2025-07-10,Andavamamba – Ivato,09:45,10:58,12,40,8.1,19,Oui,Non,3,30.0,0.43,21.7,Pluie,12 places,Non,Non,Non,22861.55,1
2025-07-11,Analakely – Ankatso,11:45,12:20,17,30,9.0,13,Non,Non,1,56.7,0.69,24.1,Brouillard,7 places,Non,Non,Oui,35069.58,4
2025-07-12,Ambohijatovo – Anosizato,12:45,13:22,7,30,10.6,16,Non,Non,1,23.3,0.66,28.4,Soleil,12 places,Oui,Non,Non,27418.81,3
2025-07-01,Mahamasina – 67Ha,19:15,20:14,5,25,15.3,14,Non,Non,1,20.0,1.09,41.0,Soleil,7 places,Non,Non,Oui,14864.63,2
2025-07-02,Ambohijatovo – Anosizato,19:00,20:17,25,40,17.3,14,Non,Oui,1,62.5,1.24,46.4,Orage,5 places,Oui,Non,Oui,31655.76,2
2025-07-03,Analakely – Ankatso,07:15,08:27,33,40,15.3,12,Oui,Non,5,82.5,1.28,41.0,Vent fort,9 places,Non,Non,Non,45411.37,3
2025-07-04,Analakely – Ankatso,15:00,15:31,9,35,13.8,17,Oui,Non,4,25.7,0.81,37.0,Pluie,12 places,Oui,Oui,Non,31107.76,3
2025-07-05,Analakely – Ankatso,15:45,17:10,10,25,13.0,15,Oui,Non,0,40.0,0.87,34.8,Pluie,7 places,Oui,Non,Non,44219.16,2
2025-07-06,Andavamamba – Ivato,08:00,08:40,13,40,14.4,15,Non,Non,1,32.5,0.96,38.6,Orage,9 places,Oui,Non,Oui,32155.19,5
2025-07-07,Ambohijatovo – Anosizato,06:00,07:02,22,40,9.0,17,Non,Oui,3,55.0,0.53,24.1,Brouillard,7 places,Non,Non,Non,40795.25,1
2025-07-08,Analakely – Ankatso,10:45,11:23,14,30,9.6,18,Non,Non,1,46.7,0.53,25.7,Orage,5 places,Non,Non,Oui,38457.87,3
2025-07-09,Andavamamba – Ivato,07:45,08:43,10,25,10.6,11,Non,Oui,2,40.0,0.96,28.4,Brouillard,12 places,Oui,Non,Oui,29298.07,2
2025-07-10,Andavamamba – Ivato,08:45,09:29,30,40,8.6,11,Non,Non,0,75.0,0.78,23.0,Vent fort,9 places,Non,Non,Oui,33760.4,2
2025-07-11,Analakely – Ankatso,08:30,09:55,17,30,13.3,16,Non,Non,0,56.7,0.83,35.6,Pluie,9 places,Non,Non,Oui,28632.35,1
2025-07-12,Analakely – Ankatso,09:15,10:45,23,25,16.2,12,Non,Non,0,92.0,1.35,43.4,Pluie,12 places,Oui,Non,Oui,17296.68,5
2025-07-13,Analakely – Ankatso,17:30,19:00,24,30,15.0,10,Non,Oui,2,80.0,1.5,40.2,Orage,7 places,Oui,Oui,Oui,37990.09,1
2025-07-14,Ankorondrano – Itaosy,05:00,06:07,16,35,11.5,18,Non,Non,1,45.7,0.64,30.8,Pluie,5 places,Oui,Oui,Non,39121.84,1
2025-07-15,Mahamasina – 67Ha,07:30,08:37,28,35,9.6,17,Non,Oui,4,80.0,0.56,25.7,Soleil,12 places,Non,Non,Non,26900.1,3
2025-07-16,Andavamamba – Ivato,16:45,17:18,34,40,15.3,15,Non,Non,1,85.0,1.02,41.0,Soleil,12 places,Oui,Oui,Oui,43896.12,3
2025-07-17,Ambohijatovo – Anosizato,06:00,06:40,32,35,15.0,14,Non,Non,0,91.4,1.07,40.2,Pluie,12 places,Oui,Non,Oui,43447.33,4
2025-07-18,Ankorondrano – Itaosy,12:15,12:51,28,35,10.7,15,Non,Oui,4,80.0,0.71,28.7,Soleil,5 places,Oui,Non,Oui,15263.59,5
2025-07-19,Analakely – Ankatso,17:30,18:41,24,25,12.6,20,Non,Non,0,96.0,0.63,33.8,Brouillard,9 places,Oui,Non,Oui,23194.34,4
2025-07-20,Andavamamba – Ivato,12:15,13:43,21,30,11.3,11,Non,Oui,5,70.0,1.03,30.3,Pluie,9 places,Oui,Non,Non,26864.23,1
2025-07-21,Ambohijatovo – Anosizato,06:00,07:02,22,40,9.0,17,Non,Oui,3,55.0,0.53,24.1,Brouillard,7 places,Non,Non,Non,40795.25,1
2025-07-22,Ambohijatovo – Anosizato,20:00,21:28,11,25,16.5,10,Non,Oui,2,44.0,1.65,44.2,Vent fort,12 places,Non,Non,Non,29991.36,1
2025-07-23,Mahamasina – 67Ha,14:00,15:04,11,35,10.9,13,Non,Oui,3,31.4,0.84,29.2,Brouillard,7 places,Non,Non,Oui,43825.87,2
2025-07-24,Andavamamba – Ivato,09:45,10:58,12,40,8.1,19,Oui,Non,3,30.0,0.43,21.7,Pluie,12 places,Non,Non,Non,22861.55,1
2025-07-25,Mahamasina – 67Ha,16:45,17:32,6,25,13.8,14,Non,Oui,1,24.0,0.99,37.0,Pluie,5 places,Non,Non,Oui,24268.98,2
2025-07-26,Mahamasina – 67Ha,18:15,18:50,15,30,17.3,13,Non,Non,1,50.0,1.33,46.4,Orage,9 places,Oui,Non,Non,46716.55,4
2025-07-27,Andavamamba – Ivato,17:00,17:48,15,25,13.2,18,Non,Oui,4,60.0,0.73,35.4,Vent fort,7 places,Non,Non,Non,19227.02,5
2025-07-28,Andavamamba – Ivato,14:30,15:15,16,25,14.3,18,Oui,Oui,1,64.0,0.79,38.3,Soleil,5 places,Oui,Non,Non,7169.54,2
2025-07-29,Analakely – Ankatso,11:45,12:20,17,30,9.0,13,Non,Non,1,56.7,0.69,24.1,Brouillard,7 places,Non,Non,Oui,35069.58,4
2025-07-30,Analakely – Ankatso,13:45,14:28,13,25,16.9,13,Non,Non,0,52.0,1.3,45.3,Orage,9 places,Non,Non,Non,7889.4,4
2025-07-31,Ankorondrano – Itaosy,17:15,18:25,22,30,10.3,15,Non,Non,1,73.3,0.69,27.6,Pluie,5 places,Non,Non,Oui,6421.38,4
2025-08-01,Analakely – Ankatso,12:45,14:10,8,40,12.5,18,Non,Non,0,20.0,0.69,33.5,Orage,5 places,Oui,Non,Oui,24389.94,2
2025-08-02,Andavamamba – Ivato,14:45,15:15,15,35,13.4,19,Non,Oui,0,42.9,0.71,35.9,Orage,7 places,Oui,Oui,Oui,49444.23,4
2025-08-03,Ambohijatovo – Anosizato,17:45,19:01,27,30,10.4,11,Non,Non,0,90.0,0.95,27.9,Orage,5 places,Oui,Oui,Non,15199.54,2
2025-08-04,Ambohijatovo – Anosizato,07:15,08:18,17,30,8.7,16,Non,Non,0,56.7,0.54,23.3,Vent fort,7 places,Oui,Non,Non,5522.92,3
2025-08-05,Ambohijatovo – Anosizato,07:00,08:20,8,30,15.1,19,Non,Non,1,26.7,0.79,40.5,Brouillard,12 places,Non,Oui,Non,34871.2,1
2025-08-06,Ambohijatovo – Anosizato,20:45,22:04,14,40,17.7,16,Non,Oui,4,35.0,1.11,47.4,Orage,7 places,Non,Non,Oui,37133.91,5
2025-08-07,Ambohijatovo – Anosizato,05:00,05:31,25,25,14.4,12,Non,Oui,0,100.0,1.2,38.6,Pluie,9 places,Oui,Non,Non,10920.55,1
2025-08-08,Ambohijatovo – Anosizato,11:00,12:02,20,35,15.0,19,Non,Non,1,57.1,0.79,40.2,Vent fort,12 places,Oui,Oui,Oui,29601.38,4
2025-08-09,Ankorondrano – Itaosy,13:15,13:58,14,25,11.8,10,Non,Non,0,56.0,1.18,31.6,Pluie,7 places,Oui,Non,Non,23310.86,2
2025-08-10,Ambohijatovo – Anosizato,16:00,17:13,18,40,16.3,20,Non,Oui,5,45.0,0.82,43.7,Brouillard,9 places,Oui,Non,Non,48334.64,2
2025-08-11,Ankorondrano – Itaosy,19:30,20:22,23,30,11.4,17,Non,Non,0,76.7,0.67,30.6,Soleil,12 places,Non,Non,Non,28443.11,1
2025-08-01,Ankorondrano – Itaosy,13:15,14:22,7,25,16.7,20,Non,Oui,4,28.0,0.83,44.8,Pluie,5 places,Oui,Oui,Oui,27836.05,2
2025-08-02,Analakely – Ankatso,12:45,14:09,17,30,11.7,19,Non,Non,1,56.7,0.62,31.4,Brouillard,5 places,Non,Non,Non,19562.46,3
2025-08-03,Andavamamba – Ivato,12:45,14:13,7,40,14.4,12,Non,Non,0,17.5,1.2,38.6,Soleil,5 places,Oui,Non,Oui,36804.97,4
2025-08-04,Andavamamba – Ivato,09:45,10:58,12,40,8.1,19,Oui,Non,3,30.0,0.43,21.7,Pluie,12 places,Non,Non,Non,22861.55,1
2025-08-05,Mahamasina – 67Ha,06:00,07:11,15,25,8.0,12,Oui,Non,1,60.0,0.67,21.4,Soleil,9 places,Oui,Non,Non,34921.03,4
2025-08-06,Mahamasina – 67Ha,11:45,13:15,17,40,16.8,13,Non,Non,1,42.5,1.29,45.0,Brouillard,12 places,Non,Oui,Oui,20160.31,5
2025-08-07,Analakely – Ankatso,11:00,12:10,31,40,11.4,13,Non,Non,1,77.5,0.88,30.6,Vent fort,7 places,Non,Non,Oui,27121.75,4
2025-08-08,Ankorondrano – Itaosy,18:45,19:20,37,40,13.3,13,Non,Non,0,92.5,1.02,35.6,Soleil,7 places,Non,Oui,Non,15892.03,1
2025-08-09,Ambohijatovo – Anosizato,13:15,14:07,28,30,17.6,19,Non,Non,1,93.3,0.93,47.2,Brouillard,7 places,Oui,Non,Non,7058.39,1
2025-08-10,Analakely – Ankatso,09:00,10:26,27,40,12.7,20,Oui,Oui,0,67.5,0.64,34.0,Soleil,5 places,Non,Non,Oui,6650.21,4
2025-08-11,Analakely – Ankatso,17:30,18:46,27,40,11.5,15,Oui,Non,5,67.5,0.77,30.8,Vent fort,12 places,Non,Non,Non,22723.9,1
2025-08-12,Andavamamba – Ivato,15:45,17:09,9,35,15.7,10,Non,Non,0,25.7,1.57,42.1,Orage,9 places,Non,Non,Oui,38230.21,2
2025-08-13,Analakely – Ankatso,08:30,09:55,17,30,13.3,16,Non,Non,0,56.7,0.83,35.6,Pluie,9 places,Non,Non,Oui,28632.35,1
